Date,Close,Open,High,Low,Volume,x(t-1),x(t-2),x(t-3),MA5,MA10,MA20,BIAS5,BIAS10,DIFF,BU,BL,KDJ,KDJ(t-1),ROC,TR（14）,MTM6,MTM12,WR%10,WR%5,OSC6,OSC12,RSI6,RSI12,PSY,OBV,return,(x(t)-xo(t))/xo(t),(x(t)-xl(t))/(xh(t)- xl(t)),(MA5(t)-MA5(t-1))/MA5(t-1),(MA20(t)-MA20(t-1))/MA20(t-1),(MA5(t)-MA20(t-1))/MA20(t-1),(x(t)-MA20(t))/MA20(t)
1/20/10,1138.040039,1147.949951,1147.949951,1129.25,4810560000,1150.22998,1136.030029,1148.459961,1143.688,1142.545,1133.48,-0.493841,-0.394295,9.975543,1157.695662,1096.595108,66.387409,78.849981,0.445723,11.863571,1.82,5.05,58.537736,58.537736,1.339055,1.235603,48.316867,54.271069,75,1709832605,-0.010597829,-0.008632704,0.470056793,0.00031837,0.001571527,0.010591574,0.004023043
1/21/10,1116.47998,1138.680054,1141.579956,1114.839966,6874290000,1138.040039,1150.22998,1136.030029,1137.848,1140.479,1133.6015,-1.877931,-2.104291,7.453229,1157.266047,1097.799338,45.793422,66.387409,-1.763277,13.453571,-29.2,-20.04,95.394552,95.394552,1.020112,1.082416,32.347397,43.083346,66.666667,1696160244,-0.018944904,-0.019496323,0.061331885,-0.005106288,0.000107192,0.003853619,-0.01510365
1/22/10,1091.76001,1115.48999,1115.48999,1090.180054,6208650000,1116.47998,1138.040039,1150.22998,1126.508,1135.486,1132.2885,-3.084576,-3.850862,3.420155,1159.080993,1094.265161,31.402793,45.793422,-3.990714,14.415714,-56.7,-45.38,97.378464,97.378464,0.309122,0.833326,22.235709,34.251666,58.333333,1682590406,-0.022140988,-0.021273145,0.062424338,-0.009966182,-0.001158255,-0.00625749,-0.035793431
1/25/10,1096.780029,1092.400024,1102.969971,1092.400024,4481390000,1091.76001,1116.47998,1138.040039,1118.658,1130.666,1131.098,-1.955736,-2.996995,0.621819,1159.903808,1092.584654,24.585436,31.402793,-3.933642,13.875714,-39.25,-44.91,89.049278,89.049278,-0.41825,0.576748,27.740205,37.107774,58.333333,1692133386,0.004598098,0.004009525,0.414382872,-0.006968437,-0.00105141,-0.01203801,-0.030340405
1/26/10,1092.170044,1095.800049,1103.689941,1089.859985,4731910000,1096.780029,1091.76001,1116.47998,1107.046,1125.185,1129.3825,-1.343756,-2.934184,-1.945445,1161.15797,1090.02203,17.661128,24.585436,-4.612308,14.365714,-43.86,-52.81,96.18749,96.023412,-1.018329,0.271194,25.732938,35.56024,50,1681665901,-0.004203199,-0.003312653,0.167032997,-0.010380295,-0.001516668,-0.021264294,-0.032949383
1/27/10,1097.5,1091.939941,1099.51001,1083.109985,5319120000,1092.170044,1096.780029,1091.76001,1098.938,1121.313,1127.8685,-0.130854,-2.123671,-3.509479,1161.035082,1090.254149,18.897142,17.661128,-4.313937,15.162857,-52.73,-49.48,78.630829,75.389088,-1.826362,-0.084507,32.508596,38.780423,50,1693503840,0.004880152,0.005091909,0.877438601,-0.007323996,-0.001340556,-0.026956766,-0.026925568
1/28/10,1084.530029,1096.930054,1100.219971,1078.459961,5452400000,1097.5,1092.170044,1096.780029,1092.548,1115.198,1125.785,-0.733881,-2.750005,-5.729511,1162.743754,1087.165476,15.40867,18.897142,-4.549295,15.921429,-53.51,-51.69,91.568273,83.607885,-2.59161,-0.488134,25.669899,34.238472,50,1682316974,-0.011817741,-0.011304299,0.278955203,-0.005814705,-0.00184729,-0.031316151,-0.036645515
1/29/10,1073.869995,1087.609985,1096.449951,1071.589966,5412850000,1084.530029,1097.5,1092.170044,1088.97,1107.739,1123.1575,-1.386631,-3.057489,-8.253929,1165.855137,1080.963324,11.23618,15.40867,-6.267893,17.042143,-42.61,-71.81,97.1088,92.897196,-3.118518,-0.818012,21.259089,30.984729,41.666667,1667371727,-0.009829174,-0.012633196,0.091714818,-0.003274913,-0.002333927,-0.032701626,-0.043882986
2/1/10,1089.189941,1073.890015,1089.380005,1073.890015,4077610000,1073.869995,1084.530029,1097.5,1087.452,1103.055,1121.862,0.159823,-1.256964,-8.91558,1166.71227,1077.888499,15.173692,11.23618,-5.160824,17.598571,-2.57,-59.27,77.681968,45.17134,-3.057256,-1.145807,39.258634,39.934002,41.666667,1676599386,0.014266109,0.0142472,0.987729882,-0.001393978,-0.001153445,-0.031790288,-0.029123064
2/2/10,1103.319946,1090.050049,1104.72998,1087.959961,4749540000,1089.189941,1073.869995,1084.530029,1089.682,1098.364,1120.3785,1.251558,0.451217,-8.205186,1166.643093,1076.629215,25.227477,15.173692,-2.879325,17.71,6.54,-32.71,58.446831,4.254677,-2.893274,-1.429806,51.523368,46.866405,50,1687091597,0.012972948,0.012173658,0.915919356,0.002050665,-0.001322355,-0.028684455,-0.015225706
2/3/10,1097.280029,1100.670044,1102.719971,1093.969971,4285450000,1103.319946,1089.189941,1073.869995,1089.638,1094.288,1118.4165,0.701334,0.27342,-8.036926,1166.428593,1074.597561,36.324772,25.227477,-3.411001,17.290714,5.11,-38.75,63.294756,22.480386,-2.710004,-1.625006,46.687744,44.472902,41.666667,1677385885,-0.005474311,-0.003079956,0.378292343,-4.03788E-05,-0.001751194,-0.027437603,-0.018898569
2/4/10,1063.109985,1097.25,1097.25,1062.780029,5859690000,1097.280029,1103.319946,1089.189941,1085.354,1088.951,1114.715,-2.04947,-2.373018,-10.539322,1168.842145,1067.209394,24.478732,36.324772,-7.574137,19.282857,-34.39,-87.12,99.373933,99.213349,-3.023277,-2.071505,28.517801,33.814879,41.666667,1664069126,-0.031140678,-0.031114163,0.009572274,-0.003931581,-0.00330959,-0.029561885,-0.046294358
2/5/10,1066.189941,1064.119995,1067.130005,1044.5,6438900000,1063.109985,1097.280029,1103.319946,1083.818,1086.394,1110.94,-1.626472,-1.85973,-12.134084,1170.161167,1061.274218,28.323139,24.478732,-6.313486,19.68,-18.34,-71.85,63.988046,63.988046,-3.100992,-2.420654,31.40534,35.338652,50,1677739549,0.002897119,0.001945219,0.958459399,-0.001415206,-0.003386516,-0.027717399,-0.040281256
2/8/10,1056.73999,1065.51001,1071.199951,1056.51001,4089820000,1066.189941,1063.109985,1097.280029,1077.328,1082.39,1106.528,-1.911024,-2.369756,-13.999107,1171.798856,1054.276528,25.656126,28.323139,-5.350745,19.680714,-17.13,-59.74,79.677901,79.677901,-3.125409,-2.643719,27.339234,32.810288,50,1667941509,-0.00886329,-0.008230819,0.015655611,-0.00598809,-0.003971412,-0.030255459,-0.044994804
2/9/10,1070.52002,1060.060059,1079.280029,1060.060059,5114260000,1056.73999,1066.189941,1063.109985,1070.768,1080.225,1102.705,-0.023161,-0.898424,-14.201515,1172.303209,1050.342945,31.504438,25.656126,-1.945483,19.792143,-18.67,-21.24,56.798937,55.307454,-3.26426,-2.653157,40.760293,39.676002,50,1678608746,0.013040133,0.009867329,0.544223586,-0.006089139,-0.003454951,-0.032317302,-0.029187299
2/10/10,1068.130005,1069.680054,1073.670044,1059.339966,4251450000,1070.52002,1056.73999,1066.189941,1064.938,1077.288,1099.3005,0.299736,-0.850098,-14.388911,1171.346315,1046.310608,34.080605,31.504438,-2.612192,18.905714,-35.19,-28.65,60.76706,55.203791,-3.597039,-2.649105,39.251355,38.923458,50,1669739061,-0.002232574,-0.001449077,0.613397848,-0.00544469,-0.003087408,-0.034249414,-0.028354845
2/11/10,1078.469971,1067.099976,1080.040039,1060.589966,4400870000,1068.130005,1070.52002,1056.73999,1068.01,1076.682,1095.94,0.979392,0.166066,-13.546912,1169.14463,1044.046909,41.520559,34.080605,-1.254383,18.416429,-18.81,-13.7,43.599535,4.417558,-3.692155,-2.5508,49.04463,43.941734,50,1679034138,0.009680438,0.010655042,0.919277012,0.002884675,-0.003056944,-0.02846401,-0.01594068
2/12/10,1075.51001,1075.949951,1077.810059,1062.969971,4160680000,1078.469971,1068.130005,1070.52002,1069.874,1076.846,1092.2925,0.526791,-0.124066,-12.96897,1166.635478,1041.815292,44.842363,41.520559,-2.003645,18.722857,12.4,-21.99,48.51403,19.252019,-3.270054,-2.505207,46.471114,42.84244,50,1667311935,-0.002744593,-0.000408886,0.845011094,0.001745302,-0.003328193,-0.023784149,-0.015364465
2/16/10,1094.869995,1079.130005,1095.670044,1079.130005,4080770000,1075.51001,1078.469971,1068.130005,1077.5,1077.414,1090.2345,1.612065,1.620176,-10.823985,1163.084121,1041.765109,58.733795,44.842363,-0.239636,19.175,31.76,-2.63,16.370579,2.042901,-2.642789,-2.256249,62.085773,51.49975,58.333333,1676764532,0.018000748,0.014585814,0.951629558,0.007127942,-0.001884111,-0.013542618,0.004251833
2/17/10,1099.51001,1096.140015,1101.030029,1094.719971,4259230000,1094.869995,1075.51001,1078.469971,1083.298,1077.033,1087.6985,1.496541,2.086937,-8.649948,1158.899814,1042.451724,71.592918,58.733795,0.183144,18.454286,36.4,2.01,8.666777,3.414196,-1.804292,-1.892095,65.020401,53.347264,58.333333,1685691785,0.00423796,0.00307442,0.759111723,0.005380974,-0.002326105,-0.006362393,0.010859177
2/18/10,1106.75,1099.030029,1108.23999,1097.47998,3878620000,1099.51001,1094.869995,1075.51001,1091.022,1077.98,1086.134,1.441584,2.668881,-6.270519,1154.412097,1043.844826,80.282738,71.592918,0.842825,17.668571,43.64,9.25,2.337622,2.88034,-1.096553,-1.61121,69.448213,56.188092,58.333333,1693972215,0.006584742,0.007024349,0.861525222,0.007130079,-0.001438358,0.003055534,0.018981083
2/19/10,1109.170044,1105.48999,1112.420044,1100.800049,3944280000,1106.75,1099.51001,1094.869995,1097.162,1082.586,1085.7685,1.09446,2.455602,-4.141786,1151.527806,1044.648348,84.917521,80.282738,1.063326,16.722857,46.06,11.67,4.785041,5.812914,-0.3694,-1.4693,70.924464,57.139765,66.666667,1704531903,0.002186622,0.003328889,0.72030969,0.005627751,-0.000336515,0.010153443,0.021552977
2/22/10,1108.01001,1110,1112.290039,1105.380005,3814440000,1109.170044,1106.75,1099.51001,1103.662,1086.768,1086.581,0.393961,1.954603,-2.51931,1146.779964,1046.498497,87.175609,84.917521,2.164993,16.108571,41.82,23.48,6.492933,8.308214,0.212087,-1.251758,69.006513,56.498024,66.666667,1696184150,-0.001045858,-0.001792784,0.380606666,0.005924376,0.000748318,0.016480032,0.019721503
2/23/10,1094.599976,1107.48999,1108.579956,1092.180054,4521050000,1108.01001,1109.170044,1106.75,1103.608,1090.554,1086.472,-0.816232,0.371004,-2.289175,1140.223257,1048.912128,80.25975,87.175609,1.930401,16.082143,37.86,20.73,26.236749,33.571967,0.688106,-0.81623,50.181442,49.488547,58.333333,1687052816,-0.012102809,-0.011638944,0.147557101,-4.8928E-05,-0.000100315,0.015670254,0.007481073
2/24/10,1105.23999,1095.890015,1106.420044,1095.5,4168360000,1094.599976,1108.01001,1109.170044,1104.754,1094.026,1087.1255,0.043992,1.025021,-1.234005,1136.183734,1050.583189,82.222173,80.25975,1.473572,16.258571,34.72,16.05,10.57126,13.852981,0.950877,-0.40621,60.453335,54.386831,66.666667,1695782095,0.009720459,0.008531855,0.891936882,0.001038412,0.000601488,0.016826941,0.01666274
2/25/10,1102.939941,1101.23999,1103.5,1086.02002,4521130000,1105.23999,1094.599976,1108.01001,1103.992,1097.507,1087.3975,-0.095291,0.495031,-0.57672,1128.109418,1055.019813,81.757822,82.222173,-0.034442,15.167143,34.81,-0.38,13.957597,19.17088,1.166828,0.113962,57.384179,53.170917,58.333333,1685955599,-0.00208104,0.00154367,0.967959975,-0.000689746,0.000250201,0.015514768,0.014293247
2/26/10,1104.48999,1103.099976,1107.23999,1097.560059,3945190000,1102.939941,1105.23999,1094.599976,1103.056,1100.109,1088.3955,0.130002,0.398233,0.068467,1122.247077,1058.301385,79.898226,81.757822,0.657079,14.242143,26.02,7.21,14.183509,29.691663,1.249985,0.489814,59.064841,53.928163,66.666667,1696325573,0.001405379,0.001260098,0.715907066,-0.000847832,0.000917788,0.014399978,0.014787354
3/1/10,1115.709961,1105.359985,1116.109985,1105.359985,3847640000,1104.48999,1102.939941,1105.23999,1104.596,1104.129,1090.4875,1.00616,1.048881,1.468217,1122.121595,1058.367636,86.155702,79.898226,4.947748,14.022857,40.2,52.6,0.704597,1.329345,1.350059,0.851325,69.509896,59.145099,66.666667,1704679590,0.010158509,0.009363444,0.962788465,0.001396121,0.001922095,0.014884755,0.023129528
3/2/10,1118.310059,1117.01001,1123.459961,1116.51001,4134680000,1115.709961,1104.48999,1102.939941,1109.338,1106.473,1091.9435,0.808771,1.069796,2.755564,1124.922817,1057.608721,86.185354,86.155702,4.888435,12.966429,10.3,52.12,8.031815,13.755342,1.410801,1.057194,71.529956,60.282035,75,1714062991,0.002330443,0.001163865,0.259001682,0.004292972,0.001335183,0.017286305,0.02414645
3/3/10,1118.790039,1119.359985,1125.640015,1116.579956,3951320000,1118.310059,1115.709961,1104.48999,1112.048,1108.401,1092.717,0.606269,0.937296,3.771057,1127.351543,1056.873073,85.027153,86.185354,5.871832,12.59,24.19,62.05,10.530361,17.289248,1.692394,1.303187,71.941782,60.5034,75,1722379906,0.000429201,-0.000509171,0.243936932,0.002442898,0.00070837,0.018411667,0.023860743
3/4/10,1122.969971,1119.119995,1123.72998,1116.660034,3945010000,1118.790039,1118.310059,1115.709961,1116.054,1110.023,1094.0015,0.619683,1.166372,4.857143,1130.481352,1056.112494,87.771762,85.027153,4.899488,11.705714,17.73,52.45,4.260412,9.508547,1.846844,1.40478,75.626178,62.489484,75,1730549718,0.003736118,0.003440182,0.892501442,0.003602362,0.00117551,0.021356856,0.02647937
3/5/10,1138.699951,1125.119995,1139.380005,1125.119995,4133000000,1122.969971,1118.790039,1118.310059,1122.896,1112.976,1097.781,1.407432,2.311281,6.907529,1135.955429,1053.807648,91.423054,87.771762,6.606874,11.770714,35.76,70.57,1.274363,1.998824,2.227734,1.551825,84.699227,68.907914,75,1739227482,0.014007481,0.012069785,0.952310412,0.006130528,0.003454748,0.026411755,0.037274239
3/8/10,1138.5,1138.400024,1141.050049,1136.77002,3774680000,1138.699951,1122.969971,1118.790039,1127.454,1116.025,1101.3965,0.97973,2.013844,8.419283,1141.07133,1052.843285,92.737424,91.423054,5.566219,10.636429,34.01,60.03,4.633836,10.391198,2.535712,1.599278,84.220892,68.744757,66.666667,1731565567,-0.000175596,8.78215E-05,0.404198196,0.004059147,0.003293462,0.027029981,0.033687686
3/9/10,1140.449951,1137.560059,1145.369995,1134.900024,5185570000,1138.5,1138.699951,1122.969971,1131.882,1120.61,1105.582,0.756969,1.770464,9.663314,1145.657331,1053.378823,92.395014,92.737424,6.038066,10.933571,24.74,64.94,8.289806,17.089267,2.664783,1.599655,85.198879,69.512561,75,1741578897,0.001712737,0.00254043,0.530080456,0.003927433,0.003800176,0.027678951,0.031538096
3/10/10,1145.609985,1140.219971,1148.26001,1140.089966,5469120000,1140.449951,1138.5,1138.699951,1137.246,1124.647,1109.3365,0.735461,1.863963,10.939485,1150.885896,1052.490258,93.187734,92.395014,3.393471,10.748571,27.3,37.6,4.257712,8.386076,2.863938,1.681153,87.632855,71.53138,83.333333,1751637923,0.00452456,0.00472717,0.675641282,0.00473901,0.003395949,0.028640119,0.032698361
3/11/10,1150.23999,1143.959961,1150.23999,1138.98999,4669060000,1145.609985,1140.449951,1138.5,1142.7,1129.377,1113.442,0.659841,1.847302,12.184011,1156.120147,1050.865238,95.45849,93.187734,5.083135,10.722143,31.45,55.64,0,0,3.152414,1.925927,89.493241,73.264335,83.333333,1760151526,0.004041519,0.005489728,1,0.004795796,0.003700861,0.030075185,0.033048861
3/12/10,1149.98999,1151.709961,1153.410034,1146.969971,4928160000,1150.23999,1145.609985,1140.449951,1144.958,1133.927,1117.018,0.439492,1.416581,13.000275,1161.016723,1050.023277,93.882895,95.45849,4.048894,10.688571,27.02,44.75,7.117586,18.476499,3.356456,2.07032,88.629365,73.002573,83.333333,1751136285,-0.000217346,-0.001493406,0.468942462,0.001976022,0.003211663,0.028305022,0.029517868
3/15/10,1150.51001,1148.530029,1150.97998,1141.449951,4164110000,1149.98999,1150.23999,1145.609985,1147.36,1137.407,1120.768,0.274543,1.152006,13.533129,1164.283503,1053.479574,93.297258,93.882895,4.313018,10.197857,11.81,47.57,7.859079,15.667207,3.229107,2.116271,88.896881,73.219684,83.333333,1759277342,0.000452195,0.001723926,0.950685355,0.002097894,0.003357153,0.027163394,0.026537169
3/16/10,1159.459961,1150.829956,1160.280029,1150.349976,4369770000,1150.51001,1149.98999,1150.23999,1151.162,1141.522,1123.9975,0.720837,1.571411,14.510342,1168.424845,1056.512847,94.904882,93.297258,4.976958,10.062857,20.96,54.97,1.87643,3.851574,3.211116,2.195095,92.527794,76.732934,83.333333,1768318725,0.007779116,0.00749894,0.917415547,0.003313694,0.002881506,0.027118904,0.031550302
3/17/10,1166.209961,1159.939941,1169.839966,1159.939941,4963200000,1159.459961,1150.51001,1149.98999,1155.282,1146.264,1127.3325,0.945916,1.740088,15.649068,1171.69458,1061.663882,93.89753,94.904882,4.526266,9.431429,25.76,50.5,6.825874,11.766613,3.206356,2.186824,94.234231,78.999613,83.333333,1776953190,0.005821676,0.00540547,0.633333754,0.003578992,0.002967088,0.027833247,0.034486242
3/18/10,1165.829956,1166.130005,1167.77002,1161.160034,4234510000,1166.209961,1159.459961,1150.51001,1158.4,1150.55,1130.2865,0.641402,1.32806,16.332581,1175.270425,1065.419575,92.106081,93.89753,4.249269,9.212143,20.22,47.52,8.966905,14.124692,3.171455,2.204948,92.802498,78.529772,75,1769024175,-0.000325846,-0.000257303,0.706494991,0.002698908,0.002620345,0.027558418,0.031446413
3/19/10,1159.900024,1166.680054,1169.199951,1155.329956,5212410000,1165.829956,1166.209961,1159.459961,1160.382,1152.67,1132.823,-0.041538,0.627239,16.208923,1176.678307,1071.070923,85.254464,92.106081,3.674505,9.372857,9.66,41.11,28.448769,35.012328,3.001371,2.189342,72.247092,71.309807,66.666667,1751361677,-0.005086447,-0.005811388,0.329493125,0.001710981,0.002244121,0.026626435,0.023902255
3/22/10,1165.810059,1157.25,1167.819946,1152.880005,4261680000,1159.900024,1165.829956,1166.209961,1163.442,1155.401,1135.713,0.203534,0.900899,16.398775,1179.161453,1075.306239,85.81524,85.254464,3.814884,9.886429,15.82,42.84,11.534058,20.67727,2.932335,2.200848,78.059192,73.917036,66.666667,1759563952,0.005095297,0.007396897,0.86546888,0.002637063,0.002551149,0.027028936,0.026500585
3/23/10,1174.170044,1166.469971,1174.719971,1163.829956,4411640000,1165.810059,1159.900024,1165.829956,1166.384,1158.773,1139.6915,0.667533,1.328733,17.027533,1181.686236,1080.370687,90.030386,85.81524,3.114956,10.017143,23.66,35.47,1.539323,2.518315,2.935175,2.122631,83.813348,77.124899,75,1768007187,0.007170967,0.006601176,0.949501722,0.002528704,0.003503086,0.027005943,0.030252524
3/24/10,1167.719971,1172.699951,1173.040039,1166.01001,4705750000,1174.170044,1165.810059,1159.900024,1166.686,1160.984,1142.8155,0.088627,0.580197,16.811575,1184.236551,1083.424218,86.340265,90.030386,2.566535,10.095,8.26,29.22,19.59138,32.051282,2.80954,2.086482,67.438672,69.890249,66.666667,1759381622,-0.005493304,-0.004246594,0.243236692,0.00025892,0.002741093,0.023685796,0.021792206
3/25/10,1165.72998,1170.030029,1180.689941,1165.089966,5668900000,1167.719971,1174.170044,1165.810059,1166.666,1162.533,1145.955,-0.080229,0.275003,16.292046,1186.278934,1086.475682,78.185389,86.340265,2.216669,10.037143,-0.48,25.28,38.124363,53.793599,2.584541,2.044743,62.889697,67.751194,58.333333,1749160733,-0.001704168,-0.003675161,0.041026604,-1.71426E-05,0.002747163,0.020869948,0.017256332
3/26/10,1166.589966,1167.579956,1173.930054,1161.47998,4708420000,1165.72998,1167.719971,1174.170044,1168.004,1164.193,1149.06,-0.121061,0.205894,15.767946,1188.421917,1088.935775,69.965825,78.185389,1.831339,10.620714,0.76,20.98,35.932722,50.701187,2.397841,1.994051,64.143973,68.209897,58.333333,1757702260,0.000737723,-0.000847899,0.410438203,0.001146858,0.00270953,0.019240721,0.015255919
3/29/10,1173.219971,1167.709961,1174.849976,1167.709961,4375580000,1166.589966,1165.72998,1167.719971,1169.486,1166.464,1151.9355,0.319286,0.579186,15.706524,1191.139169,1091.145446,71.023603,69.965825,1.997844,10.462857,13.32,22.98,24.620962,38.885997,2.372458,1.943642,72.684795,71.606467,66.666667,1765417772,0.005683235,0.004718646,0.771708463,0.001268831,0.00250248,0.017776269,0.018477138
3/30/10,1173.27002,1173.75,1177.829956,1168.920044,4085000000,1173.219971,1166.589966,1165.72998,1169.306,1167.845,1154.6835,0.339005,0.464531,15.483398,1193.295025,1094.00959,71.788719,71.023603,2.024365,10.515714,7.46,23.28,26.68105,38.625716,2.261685,1.89151,72.74355,71.631403,66.666667,1772995763,4.26595E-05,-0.000408929,0.488217617,-0.000153914,0.00238555,0.015079403,0.016096636
3/31/10,1169.430054,1171.75,1174.560059,1165.77002,4484340000,1173.27002,1173.219971,1166.589966,1169.648,1168.167,1157.2155,-0.018638,0.108118,14.825811,1193.041905,1100.018864,67.696135,71.788719,1.644488,10.34,-4.74,18.92,40.489033,58.615305,1.949522,1.777464,60.708867,66.721977,58.333333,1763517693,-0.003272875,-0.001979898,0.416384273,0.000292481,0.002192809,0.012959828,0.010555125
4/1/10,1178.099976,1171.22998,1181.430054,1170.689941,4006870000,1169.430054,1173.27002,1173.219971,1172.122,1169.394,1159.972,0.510015,0.744488,14.833276,1194.309881,1104.355504,74.576174,67.696135,1.607645,10.737143,10.38,18.64,11.663748,16.691729,1.855075,1.668245,72.869711,71.528339,58.333333,1771297044,0.007413801,0.005865625,0.689940134,0.002115166,0.002382011,0.012881352,0.015627943
4/5/10,1187.439941,1178.709961,1187.72998,1178.709961,3881620000,1178.099976,1169.430054,1173.27002,1176.292,1172.148,1162.409,0.947724,1.304613,15.415156,1195.860718,1109.304667,82.682529,74.576174,1.820427,10.744286,21.71,21.23,0.832138,1.320583,1.880717,1.539222,80.622729,75.659766,66.666667,1778352821,0.00792799,0.007406385,0.967844968,0.00355765,0.002100913,0.014069305,0.021533678
4/6/10,1189.439941,1186.01001,1191.800049,1182.77002,4086180000,1187.439941,1178.099976,1169.430054,1179.536,1174.511,1164.956,0.839652,1.271082,15.854917,1196.879848,1114.820152,85.860472,82.682529,2.025167,10.68,22.85,23.61,7.783641,9.066462,1.920548,1.425788,81.948288,76.457773,75,1785956245,0.001684296,0.002891992,0.738637827,0.002757819,0.002191139,0.014734057,0.021017052
